dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,smeansz,dmeansz,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0.138150,tcp,-,ACK,40,48,40,48,463.2645674990951863916033297,252,0,2.316323,2.779587,0,8,0.006000,138.150000,0.005997,138.073590,16383,16383,2539985460,2538614263,0,0,0,307,307,0,0,18,820,100,18,66,18,0,0,0,46,18,0
0.000009,tcp,ftp,SYN,48,48,48,48,0E+6,63,0,42666.666667,42666.666667,0,0,138.150000,0.009000,138.073590,0.008995,16383,16383,1491363656,0,0,0,0,307,307,0,0,1,39,71,1,1,13,0,0,0,57,15,0
0.019188,tcp,ftp,SYN,48,48,48,48,0E+6,62,0,20.012508,20.012508,0,0,0.009000,19.188000,0.008995,19.177399,16383,16383,1491363656,0,0,0,0,307,307,0,0,2,40,72,2,2,14,0,0,0,58,16,0
0.000007,tcp,-,SYN,48,48,48,48,0E+6,253,0,54857.142857,54857.142857,0,0,19.188000,0.007000,19.177399,0.006996,16383,16383,1967567316,1491363657,0,0,0,307,307,0,0,1,207,39,1,1,9,1,0,0,53,1,0
0.016884,tcp,-,SYN,48,496,48,496,212271.9734660033167495854063,252,0,22.743426,235.015399,0,448,0.007000,16.884000,0.006996,16.874682,16383,16383,1967567316,1491363657,0,0,0,307,307,0,0,2,208,40,2,2,10,1,0,0,54,2,0
0.000010,tcp,smtp,ACK,496,496,496,496,0E+6,255,0,396800.000000,396800.000000,0,0,16.884000,0.010000,16.874682,0.009994,16383,16383,2538620421,2539985460,1424219078.697329,0,1424219078.697329,307,307,0,0,153,821,100,100,63,85,0,0,0,100,63,0
0.010263,tcp,smtp,ACK,496,48,496,48,0,254,0,386.631589,37.415960,448,0,0.010000,10.263000,0.009994,10.257342,16383,16383,2538620421,2539985460,1424219078.697339,0,1424219078.697339,307,307,0,0,154,822,100,100,64,86,0,0,0,100,64,0
0.000009,tcp,ftp,ACK,48,48,48,48,0E+6,63,0,42666.666667,42666.666667,0,0,10.263000,0.009000,10.257342,0.008995,16383,16383,1491363657,1967567317,1424219078.707602,0,1424219078.707602,307,307,0,0,3,161,73,3,3,15,0,1,0,59,17,0
0.008304,tcp,ftp,ACK,48,1072,48,1072,986512.5240847784200385356455,62,0,46.242775,1032.755299,0,1024,0.009000,8.304000,0.008995,8.299427,16383,-,1491363657,1967567317,0,0,0,307,307,0,0,4,162,74,4,4,16,0,1,0,60,18,0
0.000011,udp,-,-,1072,1072,1072,1072,0E+6,255,0,779636.363636,779636.363636,0,0,8.304000,0.011000,8.299427,0.010994,-,-,-,-,0,0,0,307,308,0,0,0,201,100,0,0,100,0,0,0,100,0,0
0.001201,udp,-,-,1072,40,1072,40,0,254,0,7140.716070,266.444629,1032,0,0.011000,1.201000,0.010994,1.200339,-,16383,-,-,0,0,0,308,308,0,0,0,202,100,0,0,100,0,0,0,100,0,0
0.000007,tcp,-,ACK,40,40,40,40,0E+6,253,0,45714.285714,45714.285714,0,0,1.201000,0.007000,1.200339,0.006996,16383,16383,2539985460,2538620421,1424219078.717127,0,1424219078.717127,307,307,0,0,19,823,100,19,67,19,0,0,0,47,19,0
0.011808,tcp,-,ACK,40,122,40,122,55555.55555555555555555555556,252,0,27.100271,82.655827,0,82,0.007000,11.808000,0.006996,11.801512,16383,16383,2539985460,2538620421,1424219078.717134,0,1424219078.717134,307,307,0,0,20,824,100,20,68,20,0,0,0,48,20,0
0.000008,tcp,-,ACK,122,122,122,122,0E+6,253,0,122000.000000,122000.000000,0,0,11.808000,0.008000,11.801512,0.007996,16383,16383,2539985460,2538620877,1424219078.728942,0,1424219078.728942,307,307,0,0,21,825,100,21,69,21,0,0,0,49,21,0
0.061741,tcp,-,ACK,122,46,122,46,0,252,0,15.807972,5.960383,76,0,0.008000,61.741000,0.007996,61.707114,16383,16383,2539985460,2538620877,1424219078.728950,0,1424219078.728950,307,307,0,0,22,826,100,22,70,22,0,0,0,50,22,0
0.000009,tcp,smtp,ACK,46,46,46,46,0E+6,255,0,40888.888889,40888.888889,0,0,61.741000,0.009000,61.707114,0.008995,16383,16383,2538620877,2539985542,1424219078.790691,0,1424219078.790691,307,307,0,0,155,827,100,100,65,87,0,0,0,100,65,0
0.040513,tcp,smtp,ACK,46,97,46,97,10070.84145829733665736923950,254,0,9.083504,19.154346,0,51,0.009000,40.513000,0.008995,40.490789,16383,16383,2538620877,2539985542,1424219078.790700,0,1424219078.790700,307,307,0,0,156,828,100,100,66,88,0,0,0,100,66,0
0.000009,tcp,-,ACK,97,97,97,97,0E+6,253,0,86222.222222,86222.222222,0,0,40.513000,0.009000,40.490789,0.008995,16383,16383,1967567317,1491363657,1424219078.831213,0,1424219078.831213,307,307,0,0,3,829,41,3,3,11,1,0,0,55,3,0
0.019919,tcp,-,ACK,97,88,97,88,0,252,0,38.957779,35.343140,9,0,0.009000,19.919000,0.008995,19.908091,16383,16383,1967567317,1491363657,1424219078.831222,0,1424219078.831222,307,307,0,0,4,830,42,4,4,12,1,0,0,56,4,0
0.000009,tcp,-,ACK,88,88,88,88,0E+6,253,0,78222.222222,78222.222222,0,0,19.919000,0.009000,19.908091,0.008995,16383,16383,2539985542,2538620883,1424219078.851141,0,1424219078.851141,306,306,0,0,23,831,100,23,71,23,0,0,0,51,23,0
0.019631,tcp,-,ACK,88,56,88,56,0,252,0,35.861647,22.821048,32,0,0.009000,19.631000,0.008995,19.620261,16383,16383,2539985542,2538620883,1424219078.851150,0,1424219078.851150,306,306,0,0,24,832,100,24,72,24,0,0,0,52,24,0
0.000009,tcp,ftp,PSH,56,56,56,56,0E+6,63,0,49777.777778,49777.777778,0,0,19.631000,0.009000,19.620261,0.008995,16383,16383,1491363657,1967567374,1424219078.870781,0,1424219078.870781,306,306,0,0,5,101,75,5,5,17,0,1,0,61,19,0
0.023083,tcp,ftp,PSH,56,40,56,40,0,62,0,19.408223,13.863016,16,0,0.009000,23.083000,0.008995,23.070386,16383,16383,1491363657,1967567374,1424219078.870790,0,1424219078.870790,306,306,0,0,6,102,76,6,6,18,0,1,0,62,20,0
0.000009,tcp,smtp,FIN,40,40,40,40,0E+6,255,0,35555.555556,35555.555556,0,0,23.083000,0.009000,23.070386,0.008995,16383,16383,2538620883,2539985590,1424219078.893873,0,1424219078.893873,306,306,0,0,157,209,100,100,67,89,0,0,0,100,67,0
0.000914,tcp,smtp,FIN,40,40,40,40,0E+6,254,0,350.109409,350.109409,0,0,0.009000,0.914000,0.008995,0.913501,16383,16383,2538620883,2539985590,1424219078.893882,0,1424219078.893882,306,306,0,0,158,210,100,100,68,90,0,0,0,100,68,0
0.000007,tcp,-,FIN,40,40,40,40,0E+6,253,0,45714.285714,45714.285714,0,0,0.914000,0.007000,0.913501,0.006996,16383,16383,2539985590,2538620883,1424219078.894796,0,1424219078.894796,306,306,0,0,25,211,100,25,73,25,0,0,0,53,25,0
0.003951,tcp,-,FIN,40,1079,40,1079,2103771.197165274614021766641,252,0,80.992154,2184.763351,0,1039,0.007000,3.951000,0.006996,3.948846,16383,-,2539985590,2538620883,0,0,0,305,306,0,0,26,212,100,26,74,26,0,0,0,54,26,0
0.000011,udp,-,-,1079,1079,1079,1079,0E+6,255,0,784727.272727,784727.272727,0,0,3.951000,0.011000,3.948846,0.010994,-,-,-,-,0,0,0,306,306,0,0,0,203,100,0,0,100,0,0,0,100,0,0
0.020502,udp,-,-,1079,40,1079,40,0,254,0,421.032094,15.608233,1039,0,0.011000,20.502000,0.010994,20.490833,-,16383,-,-,0,0,0,306,306,0,0,0,204,100,0,0,100,0,0,0,100,0,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,20.502000,0.009000,20.490833,0.008995,16383,16383,2539985591,2538620884,1424219078.919267,0,1424219078.919267,306,306,0,0,27,833,100,27,75,27,0,0,0,55,27,0
0.000579,tcp,-,ACK,40,40,40,40,0E+6,252,0,552.677029,552.677029,0,0,0.009000,0.579000,0.008995,0.578685,16383,16383,2539985591,2538620884,1424219078.919276,0,1424219078.919276,306,306,0,0,28,834,100,28,76,28,0,0,0,56,28,0
0.000005,tcp,smtp,ACK,40,40,40,40,0E+6,255,0,64000.000000,64000.000000,0,0,0.579000,0.005000,0.578685,0.004997,16383,16383,2538620884,2539985591,1424219078.919855,0,1424219078.919855,306,306,0,0,159,835,100,100,69,91,0,0,0,100,69,0
0.000320,tcp,smtp,ACK,40,108,40,108,1.7E+6,254,0,1000.000000,2700.000000,0,68,0.005000,0.320000,0.004997,0.319826,16383,16383,2538620884,2539985591,1424219078.919860,0,1424219078.919860,306,306,0,0,160,836,100,100,70,92,0,0,0,100,70,0
0.000002,tcp,-,ACK,108,108,108,108,0E+6,253,0,432000.000000,432000.000000,0,0,0.320000,0.002000,0.319826,0.001999,16383,16383,1967567374,1491363673,1424219078.920180,0,1424219078.920180,306,306,0,0,5,837,43,5,5,13,1,0,0,57,5,0
0.066063,tcp,-,ACK,108,54,108,54,0,252,0,13.078425,6.539213,54,0,0.002000,66.063000,0.001999,66.027135,16383,16383,1967567374,1491363673,1424219078.920182,0,1424219078.920182,305,305,0,0,6,838,44,6,6,14,1,0,0,58,6,0
0.000009,tcp,ftp,PSH,54,54,54,54,0E+6,63,0,48000.000000,48000.000000,0,0,66.063000,0.009000,66.027135,0.008995,16383,16383,1491363673,1967567442,1424219078.986245,0,1424219078.986245,305,305,0,0,7,103,77,7,7,19,0,1,0,63,21,0
0.056343,tcp,ftp,PSH,54,68,54,68,1987.824574481302025096285253,62,0,7.667323,9.655148,0,14,0.009000,56.343000,0.008995,56.312445,16383,16383,1491363673,1967567442,1424219078.986254,0,1424219078.986254,305,305,0,0,8,104,78,8,8,20,0,1,0,64,22,0
0.000009,tcp,-,ACK,68,68,68,68,0E+6,253,0,60444.444444,60444.444444,0,0,56.343000,0.009000,56.312445,0.008995,16383,16383,1967567442,1491363687,1424219079.042597,0,1424219079.042597,305,305,0,0,7,839,45,7,7,15,1,0,0,59,7,0
0.000444,tcp,-,ACK,68,899,68,899,14972972.97297297297297297297,252,0,1225.225225,16198.198198,0,831,0.009000,0.444000,0.008995,0.443759,16383,-,1967567442,1491363687,0,0,0,305,305,0,0,8,840,46,8,8,16,1,0,0,60,8,0
0.000005,udp,-,-,899,899,899,899,0E+6,255,0,1438400.000000,1438400.000000,0,0,0.444000,0.005000,0.443759,0.004997,-,-,-,-,0,0,0,305,306,0,0,0,205,100,0,0,100,0,0,0,100,0,0
0.012852,udp,-,-,899,49,899,49,0,254,0,559.601618,30.501089,850,0,0.005000,12.852000,0.004997,12.845045,-,16383,-,-,0,0,0,306,306,0,0,0,206,100,0,0,100,0,0,0,100,0,0
0.000009,tcp,ftp,PSH,49,49,49,49,0E+6,63,0,43555.555556,43555.555556,0,0,12.852000,0.009000,12.845045,0.008995,16383,16383,1491363687,1967567470,1424219079.055907,0,1424219079.055907,305,305,0,0,9,105,79,9,9,21,0,1,0,65,23,0
0.064166,tcp,ftp,PSH,49,56,49,56,872.7363401178194059159056198,62,0,6.109154,6.981891,0,7,0.009000,64.166000,0.008995,64.131316,16383,16383,1491363687,1967567470,1424219079.055916,0,1424219079.055916,305,305,0,0,10,106,80,10,10,22,0,1,0,66,24,0
0.000009,tcp,-,ACK,56,56,56,56,0E+6,253,0,49777.777778,49777.777778,0,0,64.166000,0.009000,64.131316,0.008995,16383,16383,1967567470,1491363696,1424219079.120082,0,1424219079.120082,305,305,0,0,9,841,47,9,9,17,1,0,0,61,9,0
0.068787,tcp,-,ACK,56,47,56,47,0,252,0,6.512859,5.466149,9,0,0.009000,68.787000,0.008995,68.749858,16383,16383,1967567470,1491363696,1424219079.120091,0,1424219079.120091,305,305,0,0,10,842,48,10,10,18,1,0,0,62,10,0
0.000009,tcp,ftp,PSH,47,47,47,47,0E+6,63,0,41777.777778,41777.777778,0,0,68.787000,0.009000,68.749858,0.008995,16383,16383,1491363696,1967567486,1424219079.188878,0,1424219079.188878,305,305,0,0,11,107,81,11,11,23,0,1,0,67,25,0
0.002254,tcp,ftp,PSH,47,226,47,226,635314.9955634427684117125111,62,0,166.814552,802.129547,0,179,0.009000,2.254000,0.008995,2.252784,16383,-,1491363696,1967567486,0,0,0,305,305,0,0,12,108,82,12,12,24,0,1,0,68,26,0
0.000009,udp,-,-,226,226,226,226,0E+6,255,0,200888.888889,200888.888889,0,0,2.254000,0.009000,2.252784,0.008995,-,-,-,-,0,0,0,305,305,0,0,0,207,100,0,0,100,0,0,0,100,0,0
0.020768,udp,-,-,226,92,226,92,0,254,0,87.057011,35.439137,134,0,0.009000,20.768000,0.008995,20.756810,-,16383,-,-,0,0,0,305,305,0,0,0,208,100,0,0,100,0,0,0,100,0,0
0.000008,tcp,-,ACK,92,92,92,92,0E+6,253,0,92000.000000,92000.000000,0,0,20.768000,0.008000,20.756810,0.007996,16383,16383,1967567486,1491363703,1424219079.211918,0,1424219079.211918,305,305,0,0,11,843,49,11,11,19,1,0,0,63,11,0
0.211833,tcp,-,ACK,92,48,92,48,0,252,0,3.474435,1.812749,44,0,0.008000,211.833000,0.007996,211.718989,16383,16383,1967567486,1491363703,0,0,0,304,304,0,0,12,844,50,12,12,20,1,0,0,64,12,0
0.000009,tcp,-,SYN,48,48,48,48,0E+6,63,0,42666.666667,42666.666667,0,0,211.833000,0.009000,211.718989,0.008995,16383,16383,4073002170,0,0,0,0,304,304,0,0,1,41,83,1,1,25,0,0,0,69,1,0
0.022609,tcp,-,SYN,48,48,48,48,0E+6,62,0,16.984387,16.984387,0,0,0.009000,22.609000,0.008995,22.596845,16383,16383,4073002170,0,0,0,0,304,304,0,0,2,42,84,2,2,26,0,0,0,70,2,0
0.000009,tcp,-,SYN,48,48,48,48,0E+6,253,0,42666.666667,42666.666667,0,0,22.609000,0.009000,22.596845,0.008995,16383,16383,2307973275,4073002171,0,0,0,304,304,0,0,1,209,51,1,1,21,0,0,0,65,1,0
0.027029,tcp,-,SYN,48,40,48,40,0,252,0,14.206963,11.839136,8,0,0.009000,27.029000,0.008995,27.014484,16383,16383,2307973275,4073002171,0,0,0,304,304,0,0,2,210,52,2,2,22,0,0,0,66,2,0
0.000009,tcp,ftp,ACK,40,40,40,40,0E+6,63,0,35555.555556,35555.555556,0,0,27.029000,0.009000,27.014484,0.008995,16383,16383,1491363703,1967567538,1424219079.473415,0,1424219079.473415,304,304,0,0,13,163,85,13,13,27,0,1,0,71,27,0
0.016001,tcp,ftp,ACK,40,48,40,48,3999.750015624023498531341791,62,0,19.998750,23.998500,0,8,0.009000,16.001000,0.008995,15.992416,16383,16383,1491363703,1967567538,1424219079.473424,0,1424219079.473424,304,304,0,0,14,164,86,14,14,28,0,1,0,72,28,0
0.000009,tcp,-,ACK,48,48,48,48,0E+6,63,0,42666.666667,42666.666667,0,0,16.001000,0.009000,15.992416,0.008995,16383,16383,4073002171,2307973276,1424219079.489425,0,1424219079.489425,303,303,0,0,3,165,87,3,3,29,0,0,0,73,3,0
0.026378,tcp,-,ACK,48,357,48,357,93714.45901887936917127909622,62,0,14.557586,108.272045,0,309,0.009000,26.378000,0.008995,26.363864,16383,-,4073002171,2307973276,0,0,0,303,303,0,0,4,166,88,4,4,30,0,0,0,74,4,0
0.000010,udp,-,-,357,357,357,357,0E+6,255,0,285600.000000,285600.000000,0,0,26.378000,0.010000,26.363864,0.009995,-,-,-,-,0,0,0,303,303,0,0,0,209,100,0,0,100,0,0,0,100,0,0
0.043773,udp,-,-,357,48,357,48,0,254,0,65.245699,8.772531,309,0,0.010000,43.773000,0.009995,43.749567,-,16383,-,-,0,0,0,303,303,0,0,0,210,100,0,0,100,0,0,0,100,0,0
0.000009,tcp,http,SYN,48,48,48,48,0E+6,255,0,42666.666667,42666.666667,0,0,43.773000,0.009000,43.749567,0.008995,16383,16383,2038262160,0,0,0,0,303,303,0,0,101,211,41,100,1,13,0,0,1,100,27,0
0.005008,tcp,http,SYN,48,76,48,76,44728.43450479233226837060703,254,0,76.677316,121.405751,0,28,0.009000,5.008000,0.008995,5.005322,16383,16383,2038262160,0,0,0,0,303,303,0,0,102,212,42,100,2,14,0,0,1,100,28,0
0.000009,tcp,ftp,PSH,76,76,76,76,0E+6,63,0,67555.555556,67555.555556,0,0,5.008000,0.009000,5.005322,0.008995,16383,16383,1491363703,1967567538,1424219079.564612,0,1424219079.564612,303,303,0,0,15,109,89,15,15,31,0,1,0,75,29,0
0.019533,tcp,ftp,PSH,76,48,76,48,0,62,0,31.126811,19.659039,28,0,0.009000,19.533000,0.008995,19.522566,16383,16383,1491363703,1967567538,0,0,0,303,303,0,0,16,110,90,16,16,32,0,1,0,76,30,0
0.000009,tcp,-,SYN,48,48,48,48,0E+6,253,0,42666.666667,42666.666667,0,0,19.533000,0.009000,19.522566,0.008995,16383,16383,2477287126,2038262161,0,0,0,303,303,0,0,1,213,100,1,100,9,0,0,0,27,1,0
0.072191,tcp,-,SYN,48,48,48,48,0E+6,252,0,5.319223,5.319223,0,0,0.009000,72.191000,0.008995,72.152478,16383,16383,2477287126,2038262161,0,0,0,303,303,0,0,2,214,100,2,100,10,0,0,0,28,2,0
0.000009,tcp,http,ACK,48,48,48,48,0E+6,255,0,42666.666667,42666.666667,0,0,72.191000,0.009000,72.152478,0.008995,16383,16383,2038262161,2477287127,1424219079.656354,0,1424219079.656354,302,302,1,0,103,845,43,100,3,15,0,0,1,100,29,0
0.143234,tcp,http,ACK,48,40,48,40,0,254,0,2.680928,2.234106,8,0,0.009000,143.234000,0.008995,143.157649,16383,16383,2038262161,2477287127,1424219079.656363,0,1424219079.656363,302,302,1,0,104,846,44,100,4,16,0,0,1,100,30,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,143.234000,0.009000,143.157649,0.008995,16383,16383,1967567538,1491363739,1424219079.799597,0,1424219079.799597,302,302,0,0,13,847,53,13,13,23,1,0,0,67,13,0
0.054909,tcp,-,ACK,40,48,40,48,1165.564843650403394707607132,252,0,5.827824,6.993389,0,8,0.009000,54.909000,0.008995,54.879762,16383,16383,1967567538,1491363739,0,0,0,302,302,0,0,14,848,54,14,14,24,1,0,0,68,14,0
0.000044,tcp,http,SYN,48,48,48,48,0E+6,63,0,8727.272727,8727.272727,0,0,54.909000,0.044000,54.879762,0.043977,16383,16383,3880344651,0,0,0,0,302,302,0,0,105,43,3,100,1,1,0,0,1,100,1,0
0.020024,tcp,http,SYN,48,48,48,48,0E+6,62,0,19.176988,19.176988,0,0,0.044000,20.024000,0.043977,20.013349,16383,16383,3880344651,0,0,0,0,302,302,0,0,106,44,4,100,2,2,0,0,1,100,2,0
0.000013,tcp,-,SYN,48,48,48,48,0E+6,253,0,29538.461538,29538.461538,0,0,20.024000,0.013000,20.013349,0.012993,16383,16383,3154946328,3880344652,0,0,0,302,302,0,0,1,215,100,1,100,1,0,0,0,1,1,0
0.059759,tcp,-,SYN,48,48,48,48,0E+6,252,0,6.425810,6.425810,0,0,0.013000,59.759000,0.012993,59.727247,16383,16383,3154946328,3880344652,0,0,0,301,301,0,0,2,216,100,2,100,2,0,0,0,2,2,0
0.000009,tcp,http,ACK,48,48,48,48,0E+6,63,0,42666.666667,42666.666667,0,0,59.759000,0.009000,59.727247,0.008995,16383,16383,3880344652,3154946329,1424219079.934355,0,1424219079.934355,301,301,1,0,107,167,5,100,3,3,0,0,1,100,3,0
0.298450,tcp,http,ACK,48,49,48,49,26.80515999329871000167532250,62,0,1.286648,1.313453,0,1,0.009000,298.450000,0.008995,298.291587,16383,16383,3880344652,3154946329,1424219079.934364,0,1424219079.934364,301,301,1,0,108,168,6,100,4,4,0,0,1,100,4,0
0.000010,tcp,-,ACK,49,49,49,49,0E+6,253,0,39200.000000,39200.000000,0,0,298.450000,0.010000,298.291587,0.009995,16383,16383,1967567538,1491363739,1424219080.232814,0,1424219080.232814,301,301,0,0,15,849,55,15,15,25,1,0,0,69,15,0
0.018663,tcp,-,ACK,49,294,49,294,105020.6290521352408508814231,252,0,21.004126,126.024755,0,245,0.010000,18.663000,0.009995,18.653104,16383,16383,1967567538,1491363739,1424219080.232824,0,1424219080.232824,301,301,0,0,16,850,56,16,16,26,1,0,0,70,16,0
0.000010,tcp,http,ACK,294,294,294,294,0E+6,255,0,235200.000000,235200.000000,0,0,18.663000,0.010000,18.653104,0.009995,16383,16383,2038262161,2477287127,1424219080.251487,0,1424219080.251487,301,301,1,0,109,851,45,100,5,17,0,0,1,100,31,0
0.006133,tcp,http,ACK,294,76,294,76,0,254,0,383.499103,99.135823,218,0,0.010000,6.133000,0.009995,6.129752,16383,16383,2038262161,2477287127,1424219080.251497,0,1424219080.251497,301,301,1,0,110,852,46,100,6,18,0,0,1,100,32,0
0.000009,tcp,ftp,PSH,76,76,76,76,0E+6,63,0,67555.555556,67555.555556,0,0,6.133000,0.009000,6.129752,0.008995,16383,16383,1491363739,1967567547,1424219080.257630,0,1424219080.257630,301,301,0,0,17,111,91,17,17,33,0,1,0,77,31,0
0.014338,tcp,ftp,PSH,76,40,76,40,0,62,0,42.404798,22.318315,36,0,0.009000,14.338000,0.008995,14.330414,16383,16383,1491363739,1967567547,1424219080.257639,0,1424219080.257639,301,301,0,0,18,112,92,18,18,34,0,1,0,78,32,0
0.000009,tcp,http,FIN,40,40,40,40,0E+6,255,0,35555.555556,35555.555556,0,0,14.338000,0.009000,14.330414,0.008995,16383,16383,2038262415,2477287127,1424219080.271977,0,1424219080.271977,301,301,1,0,111,213,47,100,7,19,0,0,1,100,33,0
0.000827,tcp,http,FIN,40,40,40,40,0E+6,254,0,386.940750,386.940750,0,0,0.009000,0.827000,0.008995,0.826563,16383,16383,2038262415,2477287127,1424219080.271986,0,1424219080.271986,300,300,1,0,112,214,48,100,8,20,0,0,1,100,34,0
0.000007,tcp,-,FIN,40,40,40,40,0E+6,253,0,45714.285714,45714.285714,0,0,0.827000,0.007000,0.826563,0.006996,16383,16383,2477287127,2038262415,1424219080.272813,0,1424219080.272813,300,300,0,0,3,215,100,3,100,11,0,0,0,29,3,0
0.009945,tcp,-,FIN,40,40,40,40,0E+6,252,0,32.176973,32.176973,0,0,0.007000,9.945000,0.006996,9.939749,16383,16383,2477287127,2038262415,1424219080.272820,0,1424219080.272820,300,300,0,0,4,216,100,4,100,12,0,0,0,30,4,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,9.945000,0.009000,9.939749,0.008995,16383,16383,2477287128,2038262416,1424219080.282765,0,1424219080.282765,300,300,0,0,5,853,100,5,100,13,0,0,0,31,5,0
0.010588,tcp,-,ACK,40,40,40,40,0E+6,252,0,30.222894,30.222894,0,0,0.009000,10.588000,0.008995,10.582416,16383,16383,2477287128,2038262416,1424219080.282774,0,1424219080.282774,300,300,0,0,6,854,100,6,100,14,0,0,0,32,6,0
0.000009,tcp,http,ACK,40,40,40,40,0E+6,255,0,35555.555556,35555.555556,0,0,10.588000,0.009000,10.582416,0.008995,16383,16383,2038262416,2477287128,1424219080.293362,0,1424219080.293362,300,300,1,0,113,855,49,100,9,21,0,0,1,100,35,0
0.192740,tcp,http,ACK,40,40,40,40,0E+6,254,0,1.660268,1.660268,0,0,0.009000,192.740000,0.008995,192.638451,16383,16383,2038262416,2477287128,1424219080.293371,0,1424219080.293371,300,300,1,0,114,856,50,100,10,22,0,0,1,100,36,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,192.740000,0.009000,192.638451,0.008995,16383,16383,1967567547,1491363775,1424219080.486111,0,1424219080.486111,299,299,0,0,17,857,57,17,17,27,1,0,0,71,17,0
0.522504,tcp,-,ACK,40,141,40,141,1546.399644787408326060661737,252,0,0.612436,2.158835,0,101,0.009000,522.504000,0.008995,522.228998,16383,16383,1967567547,1491363775,1424219080.486120,0,1424219080.486120,299,299,0,0,18,858,58,18,18,28,1,0,0,72,18,0
0.000010,tcp,-,ACK,141,141,141,141,0E+6,253,0,112800.000000,112800.000000,0,0,522.504000,0.010000,522.228998,0.009995,16383,16383,1967567547,1491363775,1424219081.008624,0,1424219081.008624,299,299,0,0,19,859,59,19,19,29,1,0,0,73,19,0
0.019934,tcp,-,ACK,141,495,141,495,142068.8271295274405538276312,252,0,56.586736,198.655563,0,354,0.010000,19.934000,0.009995,19.923519,16383,16383,1967567547,1491363775,1424219081.008634,0,1424219081.008634,299,299,0,0,20,860,60,20,20,30,1,0,0,74,20,0
0.000010,tcp,-,ACK,495,495,495,495,0E+6,253,0,396000.000000,396000.000000,0,0,19.934000,0.010000,19.923519,0.009995,16383,16383,2307973276,4073002171,1424219081.028568,0,1424219081.028568,299,299,0,0,3,861,61,3,3,31,0,0,0,75,3,0
0.062669,tcp,-,ACK,495,40,495,40,0,252,0,63.189137,5.106193,455,0,0.010000,62.669000,0.009995,62.636086,16383,16383,2307973276,4073002171,1424219081.028578,0,1424219081.028578,299,299,0,0,4,862,62,4,4,32,0,0,0,76,4,0
0.000007,tcp,-,FIN,40,40,40,40,0E+6,63,0,45714.285714,45714.285714,0,0,62.669000,0.007000,62.636086,0.006996,16383,16383,4073002171,2307973731,1424219081.091247,0,1424219081.091247,299,299,0,0,5,41,93,5,5,35,0,0,0,79,5,0
0.001160,tcp,-,FIN,40,40,40,40,0E+6,62,0,275.862069,275.862069,0,0,0.007000,1.160000,0.006996,1.159391,16383,16383,4073002171,2307973731,1424219081.091254,0,1424219081.091254,299,299,0,0,6,42,94,6,6,36,0,0,0,80,6,0
0.000007,tcp,-,FIN,40,40,40,40,0E+6,253,0,45714.285714,45714.285714,0,0,1.160000,0.007000,1.159391,0.006996,16383,16383,2307973731,4073002171,1424219081.092414,0,1424219081.092414,299,299,0,0,5,217,63,5,5,33,0,0,0,77,5,0
0.009006,tcp,-,FIN,40,65,40,65,22207.41727737064179435931601,252,0,35.531868,57.739285,0,25,0.007000,9.006000,0.006996,9.001280,16383,16383,2307973731,4073002171,1424219081.092421,0,1424219081.092421,299,299,0,0,6,218,64,6,6,34,0,0,0,78,6,0
0.000009,tcp,-,ACK,65,65,65,65,0E+6,253,0,57777.777778,57777.777778,0,0,9.006000,0.009000,9.001280,0.008995,16383,16383,1967567648,1491363775,1424219081.101427,0,1424219081.101427,299,299,0,0,21,863,65,21,21,35,1,0,0,79,21,0
0.025686,tcp,-,ACK,65,40,65,40,0,252,0,20.244491,12.458148,25,0,0.009000,25.686000,0.008995,25.672552,16383,16383,1967567648,1491363775,1424219081.101436,0,1424219081.101436,299,299,0,0,22,864,66,22,22,36,1,0,0,80,22,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,25.686000,0.009000,25.672552,0.008995,16383,16383,2307973732,4073002172,1424219081.127122,0,1424219081.127122,298,298,0,0,7,865,67,7,7,37,0,0,0,81,7,0
0.000645,tcp,-,ACK,40,40,40,40,0E+6,252,0,496.124031,496.124031,0,0,0.009000,0.645000,0.008995,0.644663,16383,16383,2307973732,4073002172,1424219081.127131,0,1424219081.127131,298,298,0,0,8,866,68,8,8,38,0,0,0,82,8,0
0.000005,tcp,-,ACK,40,40,40,40,0E+6,63,0,64000.000000,64000.000000,0,0,0.645000,0.005000,0.644663,0.004997,16383,16383,4073002172,2307973732,1424219081.127776,0,1424219081.127776,298,298,0,0,7,169,95,7,7,37,0,0,0,81,7,0
